0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000432155468097e-06,3.788030046278492082e+05,1.000000000000000000e+00
1.000000086433174271e-05,7.576058782408323605e+05,1.000000000000000000e+00
1.500000129652967172e-05,1.136410645870317472e+06,1.000000000000000000e+00
2.000000172874926614e-05,1.515217307500626193e+06,1.000000000000000000e+00
2.500000216099054122e-05,1.894025862773756264e+06,1.000000000000000000e+00
3.000000259325388320e-05,2.272836285492015071e+06,1.000000000000000000e+00
3.500000302555101840e-05,2.651647700786983594e+06,1.000000000000000000e+00
4.000000302555118060e-05,3.030276073163418565e+06,2.000000000000000000e+00
4.500000302555137667e-05,3.407159140444559511e+06,2.000000000000000000e+00
5.000000302555138301e-05,3.771873716440313961e+06,3.000000000000000000e+00
5.500000302555138257e-05,4.089382544324822724e+06,3.000000000000000000e+00
6.000000302555138213e-05,4.321658327634372748e+06,3.000000000000000000e+00
6.500000302555138847e-05,4.474232636570075527e+06,3.000000000000000000e+00
7.000000302555138803e-05,4.577588886022910476e+06,3.000000000000000000e+00
7.500000302555140115e-05,4.655745826043048874e+06,3.000000000000000000e+00
8.000000302555140071e-05,4.721173360470455140e+06,3.000000000000000000e+00
8.500000302555140027e-05,4.779427933521911502e+06,3.000000000000000000e+00
9.000000302555139983e-05,4.832944603692674078e+06,3.000000000000000000e+00
9.500000302555139939e-05,4.882912908660837449e+06,3.000000000000000000e+00
1.000000030255513990e-04,4.930042060985035263e+06,3.000000000000000000e+00
1.050000030255513985e-04,4.974827326478380710e+06,3.000000000000000000e+00
1.100000030255513845e-04,5.017630218120414764e+06,3.000000000000000000e+00
1.150000030255513841e-04,5.058713778665822931e+06,3.000000000000000000e+00
1.200000030255513701e-04,5.098275180378945544e+06,3.000000000000000000e+00
1.250000030255513832e-04,5.136472805235642008e+06,3.000000000000000000e+00
1.300000030255513692e-04,5.173442375592416152e+06,3.000000000000000000e+00
1.350000030255513552e-04,5.209304406225085258e+06,3.000000000000000000e+00
1.400000030255513412e-04,5.244167428755136207e+06,3.000000000000000000e+00
1.450000030255513544e-04,5.278129577801096253e+06,3.000000000000000000e+00
1.500000030255513675e-04,5.311279091982930899e+06,3.000000000000000000e+00
1.550000030255513806e-04,5.343694580126525834e+06,3.000000000000000000e+00
1.600000030255513666e-04,5.375445764398229308e+06,3.000000000000000000e+00
1.650000030255513797e-04,5.406594346635742113e+06,3.000000000000000000e+00
1.700000030255513657e-04,5.437195141881125048e+06,3.000000000000000000e+00
1.750000030255513517e-04,5.467296906979513355e+06,3.000000000000000000e+00
1.800000030255513377e-04,5.496943003161894158e+06,3.000000000000000000e+00
1.850000030255513237e-04,5.526172090725121088e+06,4.000000000000000000e+00
1.900000030255513098e-04,5.555018676165652461e+06,4.000000000000000000e+00
1.950000030255512958e-04,5.583513646975387819e+06,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
